"pba-02v"
"Wavelength nm.","Abs."
237.60,0.107
237.80,0.108
238.00,0.109
238.20,0.110
238.40,0.111
238.60,0.112
238.80,0.113
239.00,0.114
239.20,0.115
239.40,0.115
239.60,0.116
239.80,0.118
240.00,0.118
240.20,0.119
240.40,0.120
240.60,0.121
240.80,0.122
241.00,0.123
241.20,0.124
241.40,0.125
241.60,0.125
241.80,0.126
242.00,0.127
242.20,0.128
242.40,0.129
242.60,0.129
242.80,0.130
243.00,0.131
243.20,0.132
243.40,0.132
243.60,0.133
243.80,0.134
244.00,0.134
244.20,0.135
244.40,0.136
244.60,0.137
244.80,0.137
245.00,0.138
245.20,0.138
245.40,0.139
245.60,0.139
245.80,0.140
246.00,0.140
246.20,0.141
246.40,0.142
246.60,0.142
246.80,0.143
247.00,0.143
247.20,0.143
247.40,0.144
247.60,0.144
247.80,0.145
248.00,0.145
248.20,0.145
248.40,0.146
248.60,0.146
248.80,0.146
249.00,0.147
249.20,0.147
249.40,0.147
249.60,0.148
249.80,0.148
250.00,0.148
250.20,0.148
250.40,0.148
250.60,0.149
250.80,0.149
251.00,0.149
251.20,0.149
251.40,0.149
251.60,0.149
251.80,0.149
252.00,0.149
252.20,0.149
252.40,0.149
252.60,0.149
252.80,0.149
253.00,0.149
253.20,0.149
253.40,0.149
253.60,0.149
253.80,0.149
254.00,0.149
254.20,0.149
254.40,0.148
254.60,0.148
254.80,0.148
255.00,0.148
255.20,0.148
255.40,0.147
255.60,0.147
255.80,0.147
256.00,0.147
256.20,0.146
256.40,0.146
256.60,0.146
256.80,0.145
257.00,0.145
257.20,0.145
257.40,0.144
257.60,0.144
257.80,0.143
258.00,0.143
258.20,0.143
258.40,0.142
258.60,0.142
258.80,0.142
259.00,0.141
259.20,0.141
259.40,0.140
259.60,0.140
259.80,0.139
260.00,0.139
260.20,0.138
260.40,0.138
260.60,0.137
260.80,0.136
261.00,0.136
261.20,0.135
261.40,0.135
261.60,0.134
261.80,0.133
262.00,0.133
262.20,0.132
262.40,0.131
262.60,0.131
262.80,0.130
263.00,0.129
263.20,0.129
263.40,0.128
263.60,0.127
263.80,0.126
264.00,0.126
264.20,0.125
264.40,0.124
264.60,0.123
264.80,0.123
265.00,0.122
265.20,0.121
265.40,0.120
265.60,0.119
265.80,0.119
266.00,0.118
266.20,0.117
266.40,0.116
266.60,0.116
266.80,0.114
267.00,0.114
267.20,0.113
267.40,0.112
267.60,0.111
267.80,0.110
268.00,0.109
268.20,0.108
268.40,0.107
268.60,0.106
268.80,0.105
269.00,0.104
269.20,0.103
269.40,0.102
269.60,0.102
269.80,0.101
270.00,0.100
270.20,0.099
270.40,0.098
270.60,0.097
270.80,0.096
271.00,0.095
271.20,0.094
271.40,0.093
271.60,0.092
271.80,0.091
272.00,0.090
272.20,0.089
272.40,0.087
272.60,0.086
272.80,0.085
273.00,0.084
273.20,0.083
273.40,0.082
273.60,0.081
273.80,0.080
274.00,0.079
274.20,0.078
274.40,0.077
274.60,0.076
274.80,0.075
275.00,0.074
275.20,0.073
275.40,0.072
275.60,0.070
275.80,0.069
276.00,0.068
276.20,0.067
276.40,0.066
276.60,0.065
276.80,0.064
277.00,0.063
277.20,0.062
277.40,0.061
277.60,0.060
277.80,0.059
278.00,0.058
278.20,0.057
278.40,0.056
278.60,0.055
278.80,0.054
279.00,0.053
279.20,0.052
279.40,0.050
279.60,0.049
279.80,0.048
280.00,0.047
280.20,0.046
280.40,0.046
280.60,0.045
280.80,0.044
281.00,0.043
281.20,0.042
281.40,0.041
281.60,0.040
281.80,0.039
282.00,0.038
282.20,0.037
282.40,0.037
282.60,0.036
282.80,0.035
283.00,0.034
283.20,0.033
283.40,0.032
283.60,0.032
283.80,0.031
284.00,0.030
284.20,0.029
284.40,0.029
284.60,0.028
284.80,0.027
285.00,0.027
285.20,0.026
285.40,0.025
285.60,0.025
285.80,0.024
286.00,0.024
286.20,0.023
286.40,0.022
286.60,0.022
286.80,0.021
287.00,0.021
287.20,0.020
287.40,0.020
287.60,0.019
287.80,0.018
288.00,0.018
288.20,0.017
288.40,0.017
288.60,0.016
288.80,0.016
289.00,0.016
289.20,0.015
289.40,0.015
289.60,0.014
289.80,0.014
290.00,0.014
290.20,0.013
290.40,0.013
290.60,0.012
290.80,0.012
291.00,0.012
291.20,0.011
291.40,0.011
291.60,0.011
291.80,0.011
292.00,0.010
292.20,0.010
292.40,0.010
292.60,0.009
292.80,0.009
293.00,0.009
293.20,0.008
293.40,0.008
293.60,0.008
293.80,0.008
294.00,0.008
294.20,0.007
294.40,0.007
294.60,0.007
294.80,0.007
295.00,0.007
295.20,0.007
295.40,0.006
295.60,0.006
295.80,0.006
296.00,0.006
296.20,0.005
296.40,0.005
296.60,0.005
296.80,0.005
297.00,0.005
297.20,0.005
297.40,0.005
297.60,0.004
297.80,0.004
298.00,0.004
298.20,0.004
298.40,0.004
298.60,0.004
298.80,0.004
299.00,0.004
299.20,0.004
299.40,0.004
299.60,0.004
299.80,0.004
300.00,0.004
300.20,0.004
300.40,0.004
300.60,0.003
300.80,0.003
301.00,0.003
301.20,0.003
301.40,0.003
301.60,0.003
301.80,0.003
302.00,0.003
302.20,0.003
302.40,0.003
302.60,0.003
302.80,0.003
303.00,0.003
303.20,0.003
303.40,0.003
303.60,0.003
303.80,0.003
304.00,0.003
304.20,0.003
304.40,0.003
304.60,0.003
304.80,0.003
305.00,0.003
305.20,0.003
305.40,0.003
305.60,0.003
305.80,0.003
306.00,0.003
306.20,0.003
306.40,0.003
306.60,0.003
306.80,0.003
307.00,0.003
307.20,0.003
307.40,0.003
307.60,0.003
307.80,0.003
308.00,0.003
308.20,0.003
308.40,0.003
308.60,0.003
308.80,0.003
309.00,0.003
309.20,0.003
309.40,0.003
309.60,0.003
309.80,0.003
310.00,0.003
310.20,0.003
310.40,0.003
310.60,0.003
310.80,0.003
311.00,0.003
311.20,0.003
311.40,0.003
311.60,0.003
311.80,0.003
312.00,0.003
312.20,0.003
312.40,0.003
312.60,0.003
312.80,0.003
313.00,0.003
313.20,0.003
313.40,0.003
313.60,0.003
313.80,0.003
314.00,0.003
314.20,0.003
314.40,0.003
314.60,0.003
314.80,0.003
315.00,0.003
315.20,0.003
315.40,0.003
315.60,0.003
315.80,0.003
316.00,0.003
316.20,0.003
316.40,0.003
316.60,0.003
316.80,0.003
317.00,0.003
317.20,0.003
317.40,0.003
317.60,0.003
317.80,0.003
318.00,0.003
318.20,0.003
318.40,0.003
318.60,0.003
318.80,0.003
319.00,0.003
319.20,0.003
319.40,0.003
319.60,0.003
319.80,0.003
320.00,0.003
320.20,0.003
320.40,0.003
320.60,0.003
320.80,0.003
321.00,0.003
321.20,0.003
321.40,0.003
321.60,0.003
321.80,0.003
322.00,0.003
322.20,0.003
322.40,0.003
322.60,0.003
322.80,0.004
323.00,0.003
323.20,0.003
323.40,0.004
323.60,0.004
323.80,0.004
324.00,0.004
324.20,0.004
324.40,0.004
324.60,0.004
324.80,0.004
325.00,0.004
325.20,0.004
325.40,0.003
325.60,0.003
325.80,0.003
326.00,0.003
326.20,0.003
326.40,0.003
326.60,0.003
326.80,0.003
327.00,0.003
327.20,0.003
327.40,0.003
327.60,0.003
327.80,0.004
328.00,0.004
328.20,0.004
328.40,0.004
328.60,0.004
328.80,0.004
329.00,0.004
329.20,0.004
329.40,0.004
329.60,0.004
329.80,0.004
330.00,0.003
330.20,0.003
330.40,0.003
330.60,0.003
330.80,0.003
331.00,0.003
331.20,0.003
331.40,0.003
331.60,0.003
331.80,0.003
332.00,0.003
332.20,0.003
332.40,0.003
332.60,0.003
332.80,0.003
333.00,0.003
333.20,0.003
333.40,0.004
333.60,0.003
333.80,0.003
334.00,0.003
334.20,0.003
334.40,0.003
334.60,0.003
334.80,0.003
335.00,0.003
335.20,0.003
335.40,0.004
335.60,0.004
335.80,0.004
336.00,0.004
336.20,0.004
336.40,0.004
336.60,0.004
336.80,0.004
337.00,0.004
337.20,0.004
337.40,0.004
337.60,0.004
337.80,0.004
338.00,0.004
338.20,0.003
338.40,0.003
338.60,0.003
338.80,0.003
339.00,0.003
339.20,0.003
339.40,0.003
339.60,0.003
339.80,0.003
340.00,0.003
340.20,0.003
340.40,0.003
340.60,0.003
340.80,0.003
341.00,0.003
341.20,0.004
341.40,0.004
341.60,0.004
341.80,0.004
342.00,0.004
342.20,0.004
342.40,0.004
342.60,0.004
342.80,0.004
343.00,0.003
343.20,0.003
343.40,0.003
343.60,0.003
343.80,0.003
344.00,0.003
344.20,0.003
344.40,0.003
344.60,0.003
344.80,0.003
345.00,0.003
345.20,0.003
345.40,0.003
345.60,0.003
345.80,0.003
346.00,0.003
346.20,0.003
346.40,0.003
346.60,0.003
346.80,0.003
347.00,0.004
347.20,0.004
347.40,0.004
347.60,0.003
347.80,0.004
348.00,0.004
348.20,0.004
348.40,0.004
348.60,0.004
348.80,0.004
349.00,0.004
349.20,0.004
349.40,0.004
349.60,0.004
349.80,0.004
350.00,0.004
350.20,0.004
350.40,0.004
350.60,0.004
350.80,0.004
351.00,0.004
351.20,0.004
351.40,0.004
351.60,0.004
351.80,0.004
352.00,0.004
352.20,0.004
352.40,0.004
352.60,0.003
352.80,0.004
353.00,0.004
353.20,0.004
353.40,0.004
353.60,0.004
353.80,0.004
354.00,0.004
354.20,0.004
354.40,0.004
354.60,0.004
354.80,0.004
355.00,0.004
355.20,0.004
355.40,0.004
355.60,0.004
355.80,0.004
356.00,0.004
356.20,0.004
356.40,0.004
356.60,0.004
356.80,0.004
357.00,0.004
357.20,0.004
357.40,0.004
357.60,0.004
357.80,0.004
358.00,0.004
358.20,0.004
358.40,0.004
358.60,0.004
358.80,0.004
359.00,0.004
359.20,0.004
359.40,0.004
359.60,0.003
359.80,0.003
360.00,0.003
360.20,0.003
360.40,0.003
360.60,0.003
360.80,0.003
361.00,0.003
361.20,0.003
361.40,0.003
361.60,0.003
361.80,0.003
362.00,0.003
362.20,0.003
362.40,0.003
362.60,0.003
362.80,0.004
363.00,0.004
363.20,0.004
363.40,0.004
363.60,0.004
363.80,0.004
364.00,0.004
364.20,0.004
364.40,0.004
364.60,0.004
364.80,0.004
365.00,0.005
365.20,0.005
365.40,0.004
365.60,0.004
365.80,0.005
366.00,0.005
366.20,0.005
366.40,0.005
366.60,0.004
366.80,0.004
367.00,0.005
367.20,0.005
367.40,0.004
367.60,0.004
367.80,0.004
368.00,0.004
368.20,0.004
368.40,0.003
368.60,0.003
368.80,0.003
369.00,0.004
369.20,0.003
369.40,0.003
369.60,0.003
369.80,0.003
370.00,0.003
370.20,0.003
370.40,0.003
370.60,0.003
370.80,0.003
371.00,0.003
371.20,0.003
371.40,0.003
371.60,0.004
371.80,0.004
372.00,0.004
372.20,0.004
372.40,0.004
372.60,0.004
372.80,0.004
373.00,0.004
373.20,0.004
373.40,0.004
373.60,0.004
373.80,0.004
374.00,0.004
374.20,0.004
374.40,0.004
374.60,0.004
374.80,0.004
375.00,0.004
375.20,0.004
375.40,0.004
375.60,0.004
375.80,0.004
376.00,0.004
376.20,0.003
376.40,0.003
376.60,0.004
376.80,0.004
377.00,0.003
377.20,0.003
377.40,0.003
377.60,0.003
377.80,0.004
378.00,0.004
378.20,0.003
378.40,0.004
378.60,0.004
378.80,0.004
379.00,0.004
379.20,0.004
379.40,0.004
379.60,0.004
379.80,0.004
380.00,0.003
380.20,0.003
380.40,0.003
380.60,0.003
380.80,0.003
381.00,0.004
381.20,0.004
381.40,0.004
381.60,0.004
381.80,0.004
382.00,0.004
382.20,0.004
382.40,0.004
382.60,0.004
382.80,0.004
383.00,0.004
383.20,0.004
383.40,0.004
383.60,0.004
383.80,0.004
384.00,0.004
384.20,0.004
384.40,0.004
384.60,0.004
384.80,0.004
385.00,0.004
385.20,0.004
385.40,0.004
385.60,0.004
385.80,0.004
386.00,0.003
386.20,0.003
386.40,0.003
386.60,0.003
386.80,0.003
387.00,0.003
387.20,0.003
387.40,0.003
387.60,0.003
387.80,0.003
388.00,0.003
388.20,0.003
388.40,0.003
388.60,0.003
388.80,0.003
389.00,0.003
389.20,0.003
389.40,0.004
389.60,0.004
389.80,0.004
390.00,0.004
390.20,0.004
390.40,0.004
390.60,0.004
390.80,0.004
391.00,0.004
391.20,0.004
391.40,0.004
391.60,0.004
391.80,0.004
392.00,0.004
392.20,0.004
392.40,0.004
392.60,0.004
392.80,0.004
393.00,0.004
393.20,0.004
393.40,0.004
393.60,0.004
393.80,0.004
394.00,0.004
394.20,0.004
394.40,0.004
394.60,0.004
394.80,0.004
395.00,0.004
395.20,0.004
395.40,0.004
395.60,0.004
395.80,0.004
396.00,0.004
396.20,0.004
396.40,0.004
396.60,0.004
396.80,0.004
397.00,0.004
397.20,0.004
397.40,0.004
397.60,0.004
397.80,0.004
398.00,0.004
398.20,0.004
398.40,0.004
398.60,0.004
398.80,0.004
399.00,0.004
399.20,0.004
399.40,0.004
399.60,0.004
399.80,0.004
400.00,0.004
400.20,0.004
400.40,0.004
400.60,0.004
400.80,0.004
401.00,0.004
401.20,0.004
401.40,0.004
401.60,0.004
401.80,0.004
402.00,0.004
402.20,0.004
402.40,0.004
402.60,0.004
402.80,0.004
403.00,0.004
403.20,0.004
403.40,0.004
403.60,0.004
403.80,0.004
404.00,0.004
404.20,0.004
404.40,0.004
404.60,0.004
404.80,0.004
405.00,0.004
405.20,0.004
405.40,0.004
405.60,0.004
405.80,0.004
406.00,0.004
406.20,0.004
406.40,0.004
406.60,0.004
406.80,0.004
407.00,0.004
407.20,0.004
407.40,0.004
407.60,0.004
407.80,0.004
408.00,0.004
408.20,0.004
408.40,0.004
408.60,0.004
408.80,0.004
409.00,0.004
409.20,0.004
409.40,0.004
409.60,0.004
409.80,0.004
410.00,0.004
410.20,0.004
410.40,0.004
410.60,0.004
410.80,0.004
411.00,0.004
411.20,0.004
411.40,0.004
411.60,0.004
411.80,0.004
412.00,0.004
412.20,0.004
412.40,0.004
412.60,0.004
412.80,0.004
413.00,0.004
413.20,0.004
413.40,0.004
413.60,0.004
413.80,0.004
414.00,0.004
414.20,0.004
414.40,0.004
414.60,0.004
414.80,0.004
415.00,0.004
415.20,0.004
415.40,0.004
415.60,0.004
415.80,0.004
416.00,0.004
416.20,0.004
416.40,0.004
416.60,0.004
416.80,0.004
417.00,0.004
417.20,0.003
417.40,0.003
417.60,0.003
417.80,0.003
418.00,0.003
418.20,0.003
418.40,0.003
418.60,0.004
418.80,0.003
419.00,0.003
419.20,0.003
419.40,0.003
419.60,0.004
419.80,0.004
420.00,0.004
420.20,0.004
420.40,0.004
420.60,0.004
420.80,0.004
421.00,0.004
421.20,0.004
421.40,0.004
421.60,0.004
421.80,0.004
422.00,0.004
422.20,0.004
422.40,0.004
422.60,0.004
422.80,0.004
423.00,0.004
423.20,0.004
423.40,0.004
423.60,0.004
423.80,0.004
424.00,0.004
424.20,0.004
424.40,0.004
424.60,0.004
424.80,0.004
425.00,0.004
425.20,0.003
425.40,0.004
425.60,0.004
425.80,0.004
426.00,0.004
426.20,0.004
426.40,0.004
426.60,0.003
426.80,0.003
427.00,0.003
427.20,0.003
427.40,0.003
427.60,0.003
427.80,0.003
428.00,0.003
428.20,0.003
428.40,0.003
428.60,0.003
428.80,0.004
429.00,0.003
429.20,0.004
429.40,0.004
429.60,0.004
429.80,0.004
430.00,0.004
430.20,0.004
430.40,0.004
430.60,0.004
430.80,0.004
431.00,0.003
431.20,0.004
431.40,0.004
431.60,0.004
431.80,0.004
432.00,0.004
432.20,0.004
432.40,0.004
432.60,0.004
432.80,0.004
433.00,0.004
433.20,0.004
433.40,0.004
433.60,0.004
433.80,0.004
434.00,0.004
434.20,0.004
434.40,0.003
434.60,0.004
434.80,0.004
435.00,0.003
435.20,0.004
435.40,0.004
435.60,0.004
435.80,0.004
436.00,0.004
436.20,0.004
436.40,0.004
436.60,0.004
436.80,0.004
437.00,0.004
437.20,0.004
437.40,0.004
437.60,0.004
437.80,0.004
438.00,0.004
438.20,0.004
438.40,0.004
438.60,0.004
438.80,0.004
439.00,0.004
439.20,0.004
439.40,0.004
439.60,0.004
439.80,0.004
440.00,0.004
440.20,0.004
440.40,0.004
440.60,0.004
440.80,0.004
441.00,0.004
441.20,0.004
441.40,0.004
441.60,0.004
441.80,0.003
442.00,0.003
442.20,0.003
442.40,0.004
442.60,0.003
442.80,0.003
443.00,0.004
443.20,0.004
443.40,0.004
443.60,0.004
443.80,0.004
444.00,0.004
444.20,0.004
444.40,0.004
444.60,0.004
444.80,0.004
445.00,0.004
445.20,0.004
445.40,0.004
445.60,0.004
445.80,0.004
446.00,0.004
446.20,0.004
446.40,0.004
446.60,0.004
446.80,0.004
447.00,0.004
447.20,0.004
447.40,0.004
447.60,0.004
447.80,0.004
448.00,0.004
448.20,0.004
448.40,0.004
448.60,0.004
448.80,0.004
449.00,0.004
449.20,0.004
449.40,0.004
449.60,0.004
449.80,0.004
450.00,0.004
450.20,0.004
450.40,0.004
450.60,0.004
450.80,0.004
451.00,0.004
451.20,0.004
451.40,0.004
451.60,0.004
451.80,0.004
452.00,0.004
452.20,0.004
452.40,0.004
452.60,0.004
452.80,0.004
453.00,0.004
453.20,0.004
453.40,0.004
453.60,0.004
453.80,0.004
454.00,0.004
454.20,0.003
454.40,0.003
454.60,0.004
454.80,0.004
455.00,0.004
455.20,0.004
455.40,0.004
455.60,0.004
455.80,0.004
456.00,0.004
456.20,0.004
456.40,0.004
456.60,0.004
456.80,0.004
457.00,0.004
457.20,0.004
457.40,0.003
457.60,0.003
457.80,0.003
458.00,0.004
458.20,0.003
458.40,0.003
458.60,0.004
458.80,0.004
459.00,0.004
459.20,0.004
459.40,0.004
459.60,0.004
459.80,0.004
460.00,0.004
460.20,0.004
460.40,0.004
460.60,0.005
460.80,0.005
461.00,0.005
461.20,0.005
461.40,0.005
461.60,0.005
461.80,0.005
462.00,0.005
462.20,0.005
462.40,0.004
462.60,0.004
462.80,0.005
463.00,0.004
463.20,0.004
463.40,0.004
463.60,0.004
463.80,0.004
464.00,0.004
464.20,0.003
464.40,0.004
464.60,0.004
464.80,0.004
465.00,0.003
465.20,0.003
465.40,0.003
465.60,0.003
465.80,0.003
466.00,0.003
466.20,0.003
466.40,0.003
466.60,0.003
466.80,0.003
467.00,0.003
467.20,0.003
467.40,0.003
467.60,0.004
467.80,0.004
468.00,0.004
468.20,0.004
468.40,0.004
468.60,0.004
468.80,0.004
469.00,0.004
469.20,0.004
469.40,0.004
469.60,0.004
469.80,0.004
470.00,0.004
470.20,0.004
470.40,0.004
470.60,0.004
470.80,0.004
471.00,0.004
471.20,0.004
471.40,0.004
471.60,0.004
471.80,0.004
472.00,0.004
472.20,0.003
472.40,0.003
472.60,0.004
472.80,0.004
473.00,0.004
473.20,0.004
473.40,0.004
473.60,0.004
473.80,0.004
474.00,0.003
474.20,0.003
474.40,0.003
474.60,0.003
474.80,0.004
475.00,0.004
475.20,0.004
475.40,0.004
475.60,0.004
475.80,0.004
476.00,0.004
476.20,0.004
476.40,0.004
476.60,0.004
476.80,0.004
477.00,0.004
477.20,0.004
477.40,0.004
477.60,0.004
477.80,0.004
478.00,0.003
478.20,0.003
478.40,0.003
478.60,0.003
478.80,0.003
479.00,0.003
479.20,0.003
479.40,0.003
479.60,0.003
479.80,0.003
480.00,0.003
480.20,0.003
480.40,0.003
480.60,0.003
480.80,0.003
481.00,0.003
481.20,0.003
481.40,0.003
481.60,0.003
481.80,0.003
482.00,0.003
482.20,0.003
482.40,0.003
482.60,0.004
482.80,0.004
483.00,0.003
483.20,0.003
483.40,0.003
483.60,0.003
483.80,0.003
484.00,0.003
484.20,0.003
484.40,0.003
484.60,0.003
484.80,0.003
485.00,0.003
485.20,0.003
485.40,0.003
485.60,0.003
485.80,0.003
486.00,0.003
486.20,0.004
486.40,0.004
486.60,0.004
486.80,0.004
487.00,0.004
487.20,0.004
487.40,0.004
487.60,0.004
487.80,0.004
488.00,0.004
488.20,0.003
488.40,0.004
488.60,0.003
488.80,0.003
489.00,0.003
489.20,0.003
489.40,0.003
489.60,0.003
489.80,0.003
490.00,0.003
490.20,0.003
490.40,0.003
490.60,0.003
490.80,0.003
491.00,0.003
491.20,0.003
491.40,0.003
491.60,0.003
491.80,0.003
492.00,0.003
492.20,0.003
492.40,0.003
492.60,0.003
492.80,0.003
493.00,0.004
493.20,0.003
493.40,0.004
493.60,0.004
493.80,0.004
494.00,0.004
494.20,0.004
494.40,0.004
494.60,0.004
494.80,0.004
495.00,0.004
495.20,0.004
495.40,0.004
495.60,0.004
495.80,0.004
496.00,0.004
496.20,0.004
496.40,0.004
496.60,0.003
496.80,0.004
497.00,0.004
497.20,0.004
497.40,0.004
497.60,0.004
497.80,0.004
498.00,0.004
498.20,0.004
498.40,0.004
498.60,0.004
498.80,0.004
499.00,0.004
499.20,0.004
499.40,0.003
499.60,0.004
499.80,0.004
500.00,0.004
500.20,0.004
500.40,0.003
500.60,0.003
500.80,0.003
501.00,0.003
501.20,0.003
501.40,0.003
501.60,0.003
501.80,0.004
502.00,0.004
502.20,0.003
502.40,0.004
502.60,0.004
502.80,0.004
503.00,0.004
503.20,0.004
503.40,0.004
503.60,0.004
503.80,0.004
504.00,0.004
504.20,0.004
504.40,0.004
504.60,0.004
504.80,0.004
505.00,0.004
505.20,0.004
505.40,0.004
505.60,0.004
505.80,0.004
506.00,0.004
506.20,0.004
506.40,0.004
506.60,0.004
506.80,0.004
507.00,0.004
507.20,0.004
507.40,0.004
507.60,0.003
507.80,0.004
508.00,0.003
508.20,0.003
508.40,0.003
508.60,0.003
508.80,0.003
509.00,0.003
509.20,0.003
509.40,0.003
509.60,0.004
509.80,0.004
510.00,0.004
510.20,0.004
510.40,0.003
510.60,0.004
510.80,0.003
511.00,0.003
511.20,0.004
511.40,0.003
511.60,0.003
511.80,0.003
512.00,0.003
512.20,0.003
512.40,0.003
512.60,0.003
512.80,0.003
513.00,0.004
513.20,0.004
513.40,0.004
513.60,0.004
513.80,0.004
514.00,0.004
514.20,0.004
514.40,0.004
514.60,0.004
514.80,0.004
515.00,0.004
515.20,0.004
515.40,0.004
515.60,0.004
515.80,0.004
516.00,0.003
516.20,0.003
516.40,0.003
516.60,0.003
516.80,0.003
517.00,0.003
517.20,0.004
517.40,0.003
517.60,0.003
517.80,0.004
518.00,0.004
518.20,0.003
518.40,0.004
518.60,0.004
518.80,0.003
519.00,0.003
519.20,0.003
519.40,0.003
519.60,0.003
519.80,0.003
520.00,0.003
520.20,0.003
520.40,0.003
520.60,0.003
520.80,0.003
521.00,0.003
521.20,0.003
521.40,0.003
521.60,0.003
521.80,0.003
522.00,0.003
522.20,0.003
522.40,0.003
522.60,0.003
522.80,0.003
523.00,0.003
523.20,0.003
523.40,0.004
523.60,0.003
523.80,0.003
524.00,0.003
524.20,0.003
524.40,0.003
524.60,0.003
524.80,0.003
525.00,0.003
525.20,0.003
525.40,0.003
525.60,0.003
525.80,0.003
526.00,0.003
526.20,0.003
526.40,0.003
526.60,0.003
526.80,0.003
527.00,0.003
527.20,0.003
527.40,0.003
527.60,0.003
527.80,0.003
528.00,0.003
528.20,0.003
528.40,0.003
528.60,0.003
528.80,0.003
529.00,0.003
529.20,0.003
529.40,0.004
529.60,0.004
529.80,0.003
530.00,0.004
530.20,0.004
530.40,0.004
530.60,0.004
530.80,0.004
531.00,0.004
531.20,0.004
531.40,0.004
531.60,0.003
531.80,0.003
532.00,0.004
532.20,0.004
532.40,0.004
532.60,0.004
532.80,0.004
533.00,0.004
533.20,0.004
533.40,0.004
533.60,0.004
533.80,0.004
534.00,0.004
534.20,0.004
534.40,0.004
534.60,0.004
534.80,0.004
535.00,0.004
535.20,0.004
535.40,0.004
535.60,0.004
535.80,0.004
536.00,0.004
536.20,0.004
536.40,0.004
536.60,0.004
536.80,0.004
537.00,0.004
537.20,0.004
537.40,0.004
537.60,0.004
537.80,0.004
538.00,0.004
538.20,0.004
538.40,0.004
538.60,0.004
