0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	4	0	6	4	11	5	15	15	11	22	23	14	12	19	16	15	21	32	32	26	21	23	28	33	29	22	32	31	41	36	37	44	61	46	37	55	42	35	59	38	34	51	45	66	50	57	48	40	36	31	38	30	22	13	29	35	28	34	23	16	34	13	32	6	8	14	18	8	4	0	6	3	4	2	1	2	0	0	0	1	1	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	4	2	0	0	4	5	3	4	5	6	6	4	18	13	16	16	16	16	24	19	24	20	26	17	15	17	17	26	21	20	21	16	41	33	43	38	45	47	45	54	38	52	41	36	35	49	41	38	56	54	55	46	41	40	25	19	25	18	13	22	24	25	26	17	19	20	24	19	14	12	17	7	3	0	4	2	3	3	0	0	0	1	1	1	2	1	2	2	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	2	2	2	0	1	2	1	3	5	8	7	16	12	12	13	22	17	20	20	25	26	27	14	20	14	22	17	26	23	22	20	32	40	32	20	55	37	42	53	48	43	41	38	39	39	50	53	46	55	48	43	45	33	32	19	26	35	17	16	26	30	34	17	23	24	11	21	17	12	14	8	6	5	2	7	3	2	3	2	0	2	1	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	2	3	1	0	0	0	1	2	4	4	6	2	7	4	9	8	7	15	20	9	25	27	17	26	25	18	19	16	20	11	18	28	23	38	42	24	25	31	37	40	48	39	41	44	45	45	33	46	46	45	40	47	49	51	32	39	46	27	37	26	27	21	27	26	25	23	30	23	13	20	12	15	20	11	12	13	6	4	2	1	5	3	3	0	1	1	1	0	0	0	0	2	1	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0	2	0	1	2	1	2	13	8	8	9	8	10	19	14	17	29	21	23	26	20	26	17	23	26	18	20	28	29	35	23	27	38	50	37	51	36	36	47	33	38	34	44	46	50	43	43	58	65	42	45	35	29	27	24	19	32	28	29	36	17	23	19	16	14	14	16	17	13	7	8	5	10	3	1	0	2	0	0	0	0	2	5	0	0	0	0	0	1	3	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	1	0	3	1	2	4	0	6	6	7	4	13	5	8	8	20	19	14	22	16	25	21	24	19	17	13	19	21	21	26	31	38	37	35	38	31	44	29	35	31	39	28	43	39	25	46	49	49	44	49	27	50	34	27	24	28	27	26	18	20	16	30	28	19	14	11	7	18	11	5	9	7	2	6	4	2	0	0	1	0	1	0	0	1	1	2	1	1	0	0	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	1	7	2	5	2	3	6	6	5	12	10	19	17	10	18	15	27	23	32	35	16	25	18	29	22	15	24	40	39	27	29	44	37	44	44	67	40	48	52	45	40	46	50	41	49	51	55	47	58	59	42	51	39	30	30	33	24	28	25	21	29	30	21	18	14	15	22	12	11	13	5	3	10	1	0	1	0	1	1	0	0	3	1	4	3	2	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	1	1	1	4	3	4	3	3	7	6	7	14	10	9	13	17	14	18	12	18	22	26	18	25	20	21	32	14	20	34	20	20	25	41	43	37	42	45	36	29	31	42	46	36	48	31	51	43	43	44	31	41	30	34	19	23	22	21	25	24	24	29	16	17	10	12	7	12	10	5	8	9	8	4	0	0	1	1	0	1	0	2	2	3	1	0	2	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	2	1	0	2	3	2	2	1	3	6	4	5	6	13	11	17	12	14	18	25	25	20	24	28	25	19	18	20	27	31	26	24	26	32	35	31	30	32	50	43	61	33	33	29	51	39	47	42	50	58	35	47	47	48	40	24	36	23	27	24	32	27	44	26	27	21	12	19	15	21	15	8	6	4	8	8	4	2	1	0	0	0	3	4	1	1	2	2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	2	1	1	2	1	0	3	1	3	0	2	2	2	4	7	8	9	14	21	16	14	20	23	14	21	30	18	19	31	24	27	19	26	23	21	27	30	31	51	46	45	24	48	45	35	48	39	34	29	42	39	45	56	37	55	41	56	39	39	24	27	30	28	24	35	28	32	23	19	23	17	14	17	11	6	4	3	5	6	6	1	1	0	3	1	2	2	1	4	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1	0	0	1	1	0	1	0	1	1	1	0	0	2	0	0	0	0	0	1	0	1	0	0	3	5	2	3	5	6	6	4	8	13	17	20	14	16	25	27	18	31	23	22	23	11	16	22	18	23	27	27	42	37	47	40	47	39	40	52	45	40	42	45	45	39	39	48	55	34	42	45	37	32	35	29	17	23	29	30	41	32	20	24	20	19	14	23	16	8	11	5	2	9	5	2	0	0	3	1	3	3	3	2	0	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	2	1	5	2	4	5	7	7	9	9	14	11	16	17	19	16	23	17	23	29	25	29	28	10	16	24	21	25	37	24	27	31	43	47	35	44	50	36	37	32	48	61	46	37	45	45	38	51	36	49	42	25	35	32	26	30	25	30	28	36	32	16	25	11	16	13	11	15	4	5	1	7	7	1	3	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	4	2	4	0	1	1	2	4	6	9	13	6	11	16	14	9	16	17	13	24	25	26	25	28	26	29	25	23	27	23	23	27	39	38	45	48	42	36	32	44	43	41	49	42	43	43	34	60	33	36	51	45	49	44	31	26	31	27	29	26	28	34	31	19	12	12	9	17	10	17	8	6	4	2	1	2	3	1	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0
